level,notation,prefLabel,scopeNote,note
4,BX8201-8495,Methodism,,
4,BX8525-8528,Millennial Dawnists. Jehovah=s Witnesses,,
4,BX8551-8593,Moravian Church. United Brethren. Unitas Fratrum. Herrnhuters,,
4,BX8601-8695,Mormons. Church of Jesus Christ of Latter-Day Saints,,
4,BX8701-8749,New Jerusalem Church. New Church. Swedenborgianism,,
4,BX8762-8785,Pentecostal churches,,
4,BX8799-8809,Plymouth Brethren. Darbyites,,
4,BX8901-9225,Presbyterianism. Calvinistic Methodism,,
4,BX9301-9359,Puritanism,,
4,BX9401-9640,Reformed or Calvinistic Churches,,
4,BX9675,River Brethren. Brethren in Christ,,
4,BX9701-9743,Salvation Army,,
4,BX9751-9793,Shakers. United Society of Believers. Millennial Church,,
4,BX9801-9869,Unitarianism,,
4,BX9875-9877.1,United Brethren in Christ. Church of the United Brethren in Christ,,
4,BX9881-9882.95,United Church of Canada,,
4,BX9884-9886,United Church of Christ,,
4,BX9887,United Evangelical Church,,
4,BX9889,United Missionary Church,,
4,BX9901-9969,Unviersalism. Universalists,,
4,BX9975,Volunteers of America,,
4,BX9980,Walloon Church,,
4,BX9998,Other beliefs and movements akin to Christianity,,
4,BX9999,"Independent churches, parishes, societies, etc.",,
0,C,AUXILIARY SCIENCES OF HISTORY,,
1,C1-51,Auxiliary Sciences of History (General),,
1,CB3-482,History of Civilization,,
2,CB156,Terrestrial evidence of interplanetary voyages,,
2,CB158-161,Forecasts of future progress,,
2,CB195-281,Civilization and race,,
2,CB305-430,By period,,
2,CB440-482,Relation to special topics,,
3,CB450,Geography and civilization,,
3,CB478,Technology,,
3,CB481,War and civilization,,
3,CB482,Water and civilization,,
1,CC1-960,Archaeology,,
2,CC72-81,Philosophy. Theory,,
3,CC73-81,Methodology,,
2,CC83-97,Study and teaching. Research,,
2,CC135-137,"Preservation, restoration, and conservation of antiquities. Antiquities and state",,
2,CC140,Forgeries of antiquities,,
2,CC200-260,Bells. Campanology. Cowbells,,
2,CC300-350,Crosses,,
2,CC600-605,Boundary stones,,
2,CC700-705,"Stone heaps, cairns, etc., of unknown purpose",,
2,CC710,Hill figures,,
2,CC960,Lanterns of the dead,,
1,CD1-6471,Diplomatics. Archives. Seals,,
2,CD1-511,Diplomatics,,
3,CD70-79,Practice of special chancelleries,,
3,CD80-81,Formularies,,
3,CD87,Forgeries of documents,,
3,CD91-392,"Collection of documents, facsimiles, etc., for study",,
3,CD501-511,Study and teaching,,
2,CD921-4280,Archives,,
3,CD995-4280,History and statistics,,
4,CD997,Biography of archivists,,
4,CD1000-4280,By region or country,,
2,CD5001-6471,Seals,,
3,CD5191,Iconography,,
3,CD5201-5391,Ancient,,
3,CD5501-5557,Medieval,,
3,CD5561,Renaissance,,
3,CD5575-6471,Modern,,
1,CE1-97,Technical Chronology. Calendar,,
2,CE21-46,Ancient,,
2,CE51-85,Medieval and modern,,
2,CE91-92,"Perpetual calendars. Century calendars, etc.",,
1,CJ1-6661,Numismatics,,
2,CJ1-4625,Coins,,
3,CJ153,Finds of coins,,
3,CJ161,"Symbols, devices, etc.",,
3,CJ201-1397,Ancient,,
3,CJ1509-4625,Medieval and modern,,
2,CJ4801-5450,Tokens,,
3,CJ4861-4889,By period,,
3,CJ4901-5336,By region or country,,
3,CJ5350-5450,Special uses of tokens,,
2,CJ5501-6661,Medals and medallions,,
3,CJ5581-5690,Ancient,,
3,CJ5723-5793,Medieval and modern,,
3,CJ5795-6661,By region or country,,
1,CN1-1355,Inscriptions. Epigraphy,,
2,CN120-740,Ancient inscriptions,,
2,CN750-753,Early Christian inscriptions,,
2,CN755,Medieval inscriptions (General),,
2,CN760,Modern inscriptions (General),,
2,CN805-865,By language,,
2,CN870-1355,By region or country,,
1,CR1-6305,Heraldry,,
2,CR51-79,"Crests, monograms, devices, badges, mottoes, etc.",,
2,CR91-93,Shields and supporters,,
2,CR101-115,"Flags, banners, and standards",,
2,CR191-1020,Public and official heraldry,,
2,CR1101-1131,Ecclesiastical and sacred heraldry,,
2,CR1179-3395,Family heraldry,,
2,CR3499-4420,"Titles of honor, rank, precedence, etc.",,
2,CR4480-4485,"Royalty. Insignia. Regalia, crown and coronets, etc.",,
2,CR4501-6305,"Chivalry and knighthood (Orders, decorations, etc.)",,
3,CR4547-4553,"Ceremonials, pageants, tournaments, etc.",,
3,CR4571-4595,Duels and dueling,,
3,CR4651-6305,"Orders, etc.",,
1,CS1-3090,Genealogy,,
2,CS23-35,"Genealogical lists, etc., covering more than one country or continent",,
2,CS38-39,Family history covering more than one country,,
2,CS42-2209,By region or country,,
2,CS2300-3090,Personal and family names,,
1,CT21-9999,Biography,,
2,CT21-22,Biography as an art or literary form,,
2,CT31-83,History of biographical literature. Lives of biographers,,
2,CT93-206,General collective biography,,
3,CT206,Portraits,,
2,CT210-3150,National biography,,
2,CT3200-9999,Biography. By subject,,
3,CT3200-3830,Biography of women (Collective),,
3,CT3990,Academicians. Scholars. Savants,,
3,CT9960-9998,Other miscellaneous groups,"Including adventurers, eccentrics, misers, etc.",
3,CT9999,"Blank books for personal records, diaries, etc.",,
0,D,"WORLD HISTORY AND HISTORY OF EUROPE, ASIA, AFRICA, AUSTRALIA, NEW ZEALAND, ETC.",,
1,D1-2027,History (General),,
2,D1-24.5,General,,
2,D25-27,Military and naval history,,
2,D31-34,Political and diplomatic history,,
2,D51-90,Ancient history,,
2,D101-110.5,"Medieval and modern history, 476-",,
2,D111-203,Medieval history,,
3,D135-149,Migrations,,
3,D151-173,Crusades,,
3,D175-195,"Latin Kingdom of Jerusalem. Latin Orient, 1099-1291",,
3,D200-203,Later medieval. 11th-15th centuries,,
2,D(204)-(475),"Modern history, 1453-",,
3,D219-234,1453-1648,,
3,D242-283.5,1601-1715. 17th century,,
4,D251-271,"Thirty Years= War, 1618-1648",,
4,D274.5-6,"Anglo-French War, 1666-1667",,
4,D275-276,"War of Devolution, 1667-1668",,
4,D277-278.5,"Dutch War, 1672-1678",,
4,D279-280.5,"War of the Grand Alliance, 1688-1697",,
4,D281-283.5,"War of Spanish Succession, 1701-1714",,
3,D284-297,1715-1789. 18th century,,
4,D291-294,"War of Austrian Succession, 1740-1748",,
4,D297,"Seven Years= War, 1756-1763",,
3,D299-(475),1789-,,
4,D301-309,Period of the French Revolution,,
4,D351-400,19th century. 1801-1914/1920,,
5,D371-(379),Eastern question,,
5,D383,1815-1830. Congress of Vienna,,
5,D385-393,1830-1870,,
5,D394-400,1871- . Later 19th century,,
4,D410-(475),20th century,,
5,D461-(475),Eastern question,,
4,D501-680,World War I (1914-1918),,
4,D720-728,Period between World Wars (1919-1939),,
4,D731-838,World War II (1939-1945),,
4,D839-860,Post-war history (1945- ),,
4,D880-888,Developing countries,,
4,D890-893,Eastern Hemisphere,,
4,D900-2009,Europe (General),,
5,D901-980,Description and travel,,
5,D1050-2027,History,,
1,DA1-995,History of Great Britain,,
2,DA10-18.2,British Empire. Commonwealth of Nations. The Commonwealth,,
2,DA20-690,England,,
3,DA20-27.5,General,,
3,DA28-592,History,,
4,DA28-35,General,,
4,DA40-89.6,"Political, military, naval, and Air Force history. Foreign relations",,
4,DA90-125,Antiquities. Social life and customs. Ethnography,,
4,DA129-592,By period,,
5,DA129-260,Early and medieval to 1485,,
6,DA140-199,Celts. Romans. Saxons. Danes. Normans,,
6,DA200-260,1154-1485. Angevins. Plantagenets. Lancaster-York,,
5,DA300-592,"Modern, 1485-",,
6,DA310-360,"Tudors, 1485-1603",,
7,DA350-360,"Elizabeth I, 1558-1603. Elizabethan age",,
6,DA385-398,"Early Stuarts, 1603-1642",,
6,DA400-429,"Civil War and Commonwealth, 1642-1660",,
6,DA430-463,Later Stuarts,,
6,DA498-503,1714-1760,,
6,DA505-522,"George III, 1760-1820",,
6,DA550-565,"Victorian era, 1837-1901",,
6,DA566-592,20th century,,
3,DA600-667,Description and travel. Guidebooks,,
3,DA670-690,Local history and description,,
4,DA670,"Counties, regions, etc., A-Z",,
4,DA675-689,London,,
4,DA690,"Other cities, towns, etc., A-Z",,
2,DA700-745,Wales,,
3,DA700-713,General,,
3,DA714-722.1,History,,
3,DA725-738,Description and travel,,
3,DA740-745,Local history and description,,
2,DA750-890,Scotland,,
3,DA750-757.7,General,,
3,DA757.9-826,History,,
4,DA757.9-763,General,,
4,DA765-774.5,"Political and military history. Antiquities, etc.",,
4,DA774.8-826,By period,,
5,DA777-790,Early and medieval to 1603,,
6,DA783.2-783.45,"War of Independence, 1285-1371",,
6,DA783.5-790,"Stuarts, 1371-1603",,
5,DA800-814.5,1603-1707/1745,,
6,DA807,"The Union, 1707",,
6,DA813-814.5,1707-1745. Jacobite movements,,
5,DA815-826,19th-20th centuries,,
3,DA850-878,Description and travel,,
3,DA880-890,Local history and description,,
2,DA900-995,Ireland,,
3,DA900-908.7,General,,
3,DA909-965,History,,
4,DA909-916.8,General,,
4,DA920-927,Antiquities. Social life and customs. Ethnography,,
4,DA930-965,By period,,
5,DA930-937.5,Early and medieval to 1603,,
6,DA933.3,"English conquest, 1154-1189",,
5,DA938-966.2,"Modern, 1603-",,
6,DA949.5,"The Union, 1800",,
6,DA949.7-965,19th-20th centuries. Irish question,,
7,DA963,1922- . Republic of Ireland. Irish Free State,,
6,DA966-966.2,21st century,,
3,DA969-988,Description and travel,,
3,DA990-995,Local history and description,,
4,DA990.U45-U46,Northern Ireland (Ulster),,
1,DAW1001-1051,History of Central Europe,,
2,DAW1001-1028,General,,
2,DAW1031-1051,History,,
1,DB1-3150,History of Austria. Liechtenstein. Hungary. Czechoslovakia,,
2,DB1-879,Austria. Austro-Hungarian Empire,,
3,DB1-20.5,General,,
3,DB21-27.5,Description and travel,,
3,DB29-34.5,Antiquities. Social life and customs. Ethnography,,
3,DB35-99.2,History,,
4,DB35-40.5,General,,
4,DB42-49,"Military, naval, and political history. Foreign relations",,
4,DB51-99.2,By period,,
5,DB51-64,Early and medieval to 1521,,
6,DB60-64,Wars with the Turks,,
5,DB65-99.2,1521-,,
6,DB65.2-65.9,1521-1648,,
6,DB66-69.5,1648-1740,,
6,DB69.7-77,1740-1815,,
6,DB80-99.2,19th-20th centuries,,
7,DB83,"Revolution, 1848",,
7,DB96-99.2,"Republic, 1918-",,
8,DB99-99.1,1938-1955. German annexation. Allied occupation,,
8,DB99.2,1955-,,
3,DB101-879,Local history and description,,
4,DB101-785,"Provinces, regions, etc.",,
4,DB841-860,Vienna,,
4,DB879,"Other cities, towns, etc., A-Z",,
2,DB881-898,Liechtenstein,,
2,DB901-999,Hungary,,
3,DB901-906.7,General,,
3,DB906.9-920.5,Description and travel. Antiquities. Ethnography,,
3,DB921-958.6,History,,
4,DB927-958.6,By period,,
5,DB927-932.9,Early to 1792,,
6,DB929-929.8,"Árpád dynasty, 896-1301",,
6,DB929.95-931.9,"Elective kings, 1301-1526",,
5,DB932.95-945,1792-1918. 19th century,,
6,DB934.5-939.5,Revolution of 1848-1849,,
6,DB940-945,1849-1918,,
5,DB946-958.6,20th century,,
6,DB955-955.8,1918-1945. Revolution of 1919-1920,,
6,DB955.9-957.5,1945-1989. Revolution of 1956,,
6,DB957.9-958.6,-1989,,
3,DB974.9-999,Local history and description,,
4,DB974.9-975,"Counties, regions, etc.",,
4,DB981-997,Budapest,,
2,DB2000-3150,Czechoslovakia,,
3,DB2000-2035,General. Description and travel. Antiquities. Social life and customs,,
3,DB2040-2043,Ethnography,,
3,DB2044-2247,History,,
4,DB2080-2247,By period,,
5,DB2080-2133,Early and medieval to 1526,,
5,DB2135-2182,"Hapsburg rule, 1526-1918",,
5,DB2185-2241,"Czechoslovak Republic, 1918-1992",,
5,DB2242-2247,1993- . Independent Czech Republic,,
3,DB2300-2650,Local history and description of Czech lands,,
4,DB2300-2421,Moravia,,
4,DB2600-2649,Prague (Praha),,
3,DB2700-3150,Slovakia,,
4,DB3100-3139,Bratislava (Pressburg),,
1,DC1-947,History of France,,
2,DC1-20.5,General,,
2,DC21-29.3,Description and travel,,
2,DC30-34.5,Antiquities. Social life and customs. Ethnography,,
2,DC35-424,History,,
3,DC35-41,General,,
3,DC44-59.8,"Military, naval, and political history. Foreign relations",,
3,DC60-424,By period,,
4,DC60-109,Early and medieval to 1515,,
5,DC62-64,Gauls. Celts. Franks,,
5,DC64.7-94,476-1328. Merovingians. Carlovingians. Capetians,,
5,DC95-109,1328-1515,,
6,DC96-101.7,"Hundred Years= War, 1339-1453",,
6,DC101.9-109,"15th century. Jeanne d=Arc, Saint",,
4,DC110-433,"Modern, 1515-",,
5,DC111-120,1515-1589. 16th century,,
6,DC118,"Massacre of St. Bartholomew, 1572",,
5,DC120.8-130,"1589-1715. Henri IV, Louis XIII, Louis XIV",,
5,DC131-138,"1715-1789. 18th century. Louis XV, Louis XVI",,
5,DC139-249,"Revolutionary and Napoleonic period, 1789-1815",,
5,DC251-354.9,19th century,,
6,DC256-260,"Restoration, 1815-1830",,
6,DC261-269,"July Revolution of 1830. July Monarchy, 1830-1848",,
6,DC270-274.5,February Revolution and Second Republic,,
6,DC275-280.5,"Second Empire, 1852-1870",,
6,DC281-326.5,"Franco-German or Franco-Prussian War, 1870-1871",,
6,DC330-354.9,Later 19th century,,
5,DC361-424,20th century,,
6,DC397,1940-1946,,
6,DC398-409,"Fourth Republic, 1947-1958",,
6,DC411-424,"Fifth Republic, 1958-",,
5,DC425-433,21st century,,
2,DC600-801,Local history and description,,
3,DC601.1-609.83,"North, East, etc. France",,
3,DC611,"Regions, provinces, departments, etc., A-Z",,
3,DC701-790,Paris,,
3,DC801,"Other cities, towns, etc., A-Z",,
2,DC921-930,Andorra,,
2,DC941-947,Monaco,,
1,DD1-(905),History of Germany,,
2,DD1-21,General,,
2,DD21.5-43,Description and travel,,
2,DD51-78,Antiquities. Social life and customs. Ethnography,,
2,DD84-257.4,History,,
3,DD84-96,General,,
3,DD99-120,"Military, naval, and political history. Foreign relations",,
3,DD121-257.4,By period,,
4,DD121-124,Earliest to 481,,
4,DD125-174.6,Early and medieval to 1519,,
5,DD126-155,"Medieval Empire, 481-1273",,
6,DD127-135,481-918. Merovingians. Carolingians,,
6,DD136-144,919-1125. Houses of Saxony and Franconia,,
6,DD145-155,1125-1273. Hohenstaufen period,,
5,DD156-174.6,1273-1519. Houses of Habsburg and Luxemburg,,
4,DD175-257.4,"Modern, 1519-",,
5,DD176-189,1519-1648. Reformation and Counter-reformation,,
6,DD181-183,"Peasants= War, 1524-1525",,
6,DD184-184.7,"Schmalkaldic League and War, 1530-1547",,
6,DD189,"Period of Thirty Years= War, 1618-1648",,
5,DD190-199,1648-1815. 18th century. French Revolutionary and Napoleonic period,,
5,DD201-257.4,19th-20th centuries,,
6,DD206-216,1815-1871,,
6,DD217-231,"New Empire, 1871-1918",,
7,DD228.8,"Period of World War I, 1914-1918",,
6,DD233-257.4,"Revolution and Republic, 1918-",,
7,DD253-256.8,"Hitler, 1933-1945. National socialism",,
8,DD(256),"Period of World War II, 1939-1945",,
6,DD257-257.4,"Period of Allied occupation, 1945-",,
2,DD258-262,West Germany,,
2,DD280-289.5,East Germany,,
2,DD301-454,Prussia,,
3,DD301-312,General,,
3,DD314-320,Description and travel,,
3,DD325-339,Antiquities. Social life and customs. Ethnography,,
3,DD341-454,History,,
2,DD701-901,Local history and description,,
3,DD701-788,"North and Central, Northeast, etc. Germany",,
3,DD801,"States, provinces, regions, etc., A-Z",,
3,DD851-900,Berlin,,
3,DD900.2-900.76,Bonn,,
3,DD901,"Other cities, towns, etc., A-Z",,
1,DE1-100,History of the Greco-Roman world,,
2,DE1-15.5,General,,
2,DE23-31,Geography,,
2,DE46-73.2,Antiquities. Civilization. Culture. Ethnography,,
2,DE80-100,History,,
1,DF10-951,History of Greece,,
2,DF10-289,Ancient Greece,,
3,DF10-16,General,,
3,DF27-41,Geography. Travel,,
3,DF75-136,Antiquities. Civilization. Culture. Ethnography,,
3,DF207-241,History,,
4,DF207-218,General,,
4,DF220-241,By period,,
5,DF220-221,"Bronze Age, Minoan, and Mycenaean ages",,
5,DF221.2-224,ca. 1125-500 B.C. Age of Tyrants,,
5,DF225-226,"Persian wars, 499-479 B.C.",,
5,DF227-228,Athenian supremacy. Age of Pericles. 479-431 B.C.,,
5,DF229-230,"Peloponnesian War, 431-404 B.C.",,
5,DF230.9-231.9,"Spartan and Theban supremacies, 404-362 B.C.",,
5,DF232.5-233.8,Macedonian epoch. Age of Philip. 359-336 B.C.,,
5,DF234-234.9,"Alexander the Great, 336-323 B.C.",,
5,DF235-238.9,"Hellenistic period, 323-146.B.C.",,
5,DF239-241,"Roman epoch, 140 B.C.-323/476 A.D.",,
3,DF251-289,Local history and description,,
2,DF501-649,"Medieval Greece. Byzantine Empire, 323-1453",,
3,DF501-518,General,,
3,DF520-542.4,Antiquities. Social life and customs. Ethnography,,
3,DF545-548,Military history. Political history. Empire and papacy,,
3,DF550-649,History,,
4,DF550-552.8,General,,
4,DF553-599.5,"Eastern Empire, 323/476-1057. Constantine the Great",,
4,DF599.8-649,1057-1453,,
5,DF610-629,1204-1261. Latin Empire,,
5,DF630-649,1261-1453. Palaeologi,,
6,DF645-649,1453. Fall of Constantinople,,
2,DF701-951,Modern Greece,,
3,DF701-720,General,,
3,DF720.5-728,Description and travel,,
3,DF741-748,Social life and customs. Ethnography,,
3,DF750-854.32,History,,
4,DF750-760,General,,
4,DF765-787,"Military, naval, and political history. Foreign relations",,
4,DF801-854.32,By period,,
5,DF801-801.9,"Turkish rule, 1453-1821",,
5,DF802-832,1821-1913,,
6,DF804-815,"War of Independence, 1821-1829",,
6,DF816-818,"Kapodistrias, 1827-1831",,
5,DF833-854.32,20th century,,
6,DF848,"Republic, 1924-1935",,
2,DF895-951,Local history and description,,
3,DF901,"Regions, provinces, islands, etc., A-Z",,
4,DF901.C78-C88,Crete,,
3,DF915-936,Athens,,
3,DF951,"Other cities, towns, etc., A-Z",,
1,DG11-999,History of Italy,,
2,DG11-365,Ancient Italy. Rome to 476,,
3,DG11-16,General,,
3,DG27-41,Geography. Description and travel,,
3,DG51-70,Local history and description,,
4,DG51-55,"Regions in Italy, A-Z",,
4,DG59,"Regions outside of Italy, A-Z",,
4,DG61-69,Rome (City) to 476,,
4,DG70,"Other cities, towns, etc., A-Z",,
3,DG75-190,Antiquities. Civilization. Culture. Ethnography,,
3,DG201-365,History,,
4,DG201-215,General,,
4,DG221-365,By period,,
5,DG221-225,Pre-Roman Italy. Etruria. Etruscans,,
5,DG231-269,"Kings and Republic, 753-27 B.C.",,
6,DG233-233.9,"Foundations and kings, 753-510",,
6,DG235-269,"Republic, 509-27",,
7,DG237-238,"Subjection of Italy, 343-290",,
7,DG241-253,Conquest of Mediterranean world. 264-133,,
8,DG242-249.4,First and Second Punic Wars. Illyrian wars. 264-201,,
8,DG250-253,Wars in the East and in the West. 200-133,,
8,DG253.5-269,Fall of the Republic and establishment of the Empire. 133-27,,
8,DG256-260,Period of Marius and Sulla (Pompey). 111-78,,
8,DG261-267,"Julius Caesar. First Triumvirate, 60",,
8,DG268-269,"Second Triumvirate, 43-31",,
5,DG269.5-365,"Empire, 27 B.C. - 476 A.D.",,
6,DG269.5-274.3,General,,
6,DG275-309.3,"Constitutional Empire, 27 B.C. - 284 A.D.",,
6,DG310-365,284-476. Decline and fall,,
2,DG401-583.8,"Medieval and modern Italy, 476-",,
3,DG401-421,General,,
3,DG421.5-430.2,Description and travel,,
